beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Cuvée De Ranke","Brouwerij De Ranke","Sour - Other",7,35,,"'T TAPHUYS Arnhem",Arnhem,Gelderland,Nederland,51.9822,5.90732,4,"2023-12-16 18:59:34",https://api.untappd.com/c/1339824639,https://api.untappd.com/beer/26049,https://api.untappd.com/brewery/277,Belgium,Mouscron,"Région Wallonne","sour,tart,dry,fruity,sweet",,Draft,1339824639,26049,277,https://untappd.s3.amazonaws.com/photos/2023_12_16/ba2780ff15ab23299ff280a44858f66a_raw.jpg,3.93,3.93,"Kiria Brandsma",1,0
"Marsepein - Pastry Stout","KOMPAAN Dutch Craft Beer Company","Stout - Pastry",10,20,,"'T TAPHUYS Arnhem",Arnhem,Gelderland,Nederland,51.9822,5.90732,3.75,"2023-12-16 19:20:22",https://api.untappd.com/c/1339838829,https://api.untappd.com/beer/5572578,https://api.untappd.com/brewery/32296,Netherlands,"Den Haag",Zuid-Holland,"sweet,coffeeish,almond",,Draft,1339838829,5572578,32296,https://untappd.s3.amazonaws.com/photos/2023_12_16/8a56ff8e82bdb41596a99a8c62a57474_raw.jpg,3.69,3.69,"Kiria Brandsma",1,0
Wodan,"Van Moll","Wheat Beer - Wheat Wine",10.5,40,,"'T TAPHUYS Arnhem",Arnhem,Gelderland,Nederland,51.9822,5.90732,3.75,"2023-12-16 19:54:52",https://api.untappd.com/c/1339864227,https://api.untappd.com/beer/4289817,https://api.untappd.com/brewery/40108,Netherlands,Eindhoven,Noord-Brabant,"sweet,malty,fruity",,Draft,1339864227,4289817,40108,https://untappd.s3.amazonaws.com/photos/2023_12_16/385fabd817043c4053e6cc0ceaafdfee_raw.jpg,3.65,3.65,"Kiria Brandsma",1,0
"Salta Bananers","Moersleutel Craft Brewery","Stout - Imperial / Double Pastry",12,60,"Moersleutel Adventkalender 2023 #8/24","Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2023-12-17 20:10:23",https://api.untappd.com/c/1340341695,https://api.untappd.com/beer/5245653,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"banana,licorice,smoky,barrel aged",,Can,1340341695,5245653,269726,https://untappd.s3.amazonaws.com/photos/2023_12_17/ba90a87ae5cd4d72acfc1b839d9b89e6_raw.jpg,3.92,3.91,,1,0
"Treehopper Advent Special","Moersleutel Craft Brewery","IPA - Quadruple",11,0,"Moersleutel Adventkalender 2023 #7/24","Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-12-22 21:47:55",https://api.untappd.com/c/1341597292,https://api.untappd.com/beer/5610379,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"fruity,full bodied,citrus,hoppy",,Can,1341597292,5610379,269726,https://untappd.s3.amazonaws.com/photos/2023_12_22/18de3e7460608c052b00284487d5fd82_raw.jpg,4.04,4.01,,1,0
"Big Iron ","Moersleutel Craft Brewery","Stout - Imperial / Double",15,0,"Moersleutel Adventkalender 2023 #9/24","Untappd at Home",,NC,"United States",34.2347,-77.9482,4.5,"2023-12-23 20:43:37",https://api.untappd.com/c/1342030628,https://api.untappd.com/beer/5610317,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"creamy,rich,chocolate",,Can,1342030628,5610317,269726,https://untappd.s3.amazonaws.com/photos/2023_12_23/390b1e4353f91d9bec0932dc688e5dec_raw.jpg,4.07,4.04,,1,0
"Dark Night","Moersleutel Craft Brewery","Stout - Imperial / Double Coffee",11,0,"Moersleutel Adventkalender 2023 #11/24","Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-12-24 19:22:01",https://api.untappd.com/c/1342481912,https://api.untappd.com/beer/5606120,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"chocolate,malty",,Can,1342481912,5606120,269726,https://untappd.s3.amazonaws.com/photos/2023_12_24/213c1b6dfc1a36efdf3e6ba7b424e36e_raw.jpg,4,3.98,,1,0
"Macaroon Machine","Moersleutel Craft Brewery","Stout - Imperial / Double Pastry",10,55,"Moersleutel Adventkalender 2023 #10/24","Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-12-24 22:13:46",https://api.untappd.com/c/1342601550,https://api.untappd.com/beer/4174921,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"coconut,coffeeish,chocolate",,Can,1342601550,4174921,269726,https://untappd.s3.amazonaws.com/photos/2023_12_24/69f65094de4e94a46fa53aa79c6b8471_raw.jpg,3.92,3.92,,0,0
"Citra X7","Moersleutel Craft Brewery","IPA - Imperial / Double",8,0,"Moersleutel Adventkalender 2023 #12/24","Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-12-25 16:10:57",https://api.untappd.com/c/1342846433,https://api.untappd.com/beer/5579089,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"hoppy,dry,soft",,Can,1342846433,5579089,269726,https://untappd.s3.amazonaws.com/photos/2023_12_25/756f74468b695e0da3de77a5bccb918a_raw.jpg,3.91,3.9,Ron,2,0
"EL-1622 Kveikish Crossbreed Hybrid Fusion","Moersleutel Craft Brewery","IPA - Triple",9,0,"Moersleutel Adventkalender 2023 #13/24",,,,,,,4,"2023-12-25 17:18:22",https://api.untappd.com/c/1342873467,https://api.untappd.com/beer/5610323,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,acidic,,Can,1342873467,5610323,269726,https://untappd.s3.amazonaws.com/photos/2023_12_25/69c909a88d4b5183b07de1314949935d_raw.jpg,3.94,3.92,Ron,1,0
"Nectar Fusion","Moersleutel Craft Brewery","Rye Wine",11,0,"Moersleutel Adventkalender 2023 #14/24","Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-12-25 19:03:58",https://api.untappd.com/c/1342923378,https://api.untappd.com/beer/5597205,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"honey,sweet",,Can,1342923378,5597205,269726,https://untappd.s3.amazonaws.com/photos/2023_12_25/f7e397a4f231db939e94782cf1a4afe2_raw.jpg,3.86,3.85,Ron,1,0
"Motor Oil / Motorolie","Moersleutel Craft Brewery","Stout - Russian Imperial",12,55,"Moersleutel Adventkalender 2023 #15/24","Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-12-27 21:55:25",https://api.untappd.com/c/1343710473,https://api.untappd.com/beer/1733389,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"dark,heavy,smooth",,Can,1343710473,1733389,269726,https://untappd.s3.amazonaws.com/photos/2023_12_27/8ff257e579ee5f832156d70e21f51e33_raw.jpg,3.81,3.81,"Kiria Brandsma",2,0
"You Made This","Moersleutel Craft Brewery","Stout - Imperial / Double",10,65,"Moersleutel Adventkalender 2023 #17/24","Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2023-12-29 22:52:14",https://api.untappd.com/c/1344514935,https://api.untappd.com/beer/5214052,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"honey,vanilla,sweet",,Can,1344514935,5214052,269726,https://untappd.s3.amazonaws.com/photos/2023_12_29/0adbc4922db0c22e007788cb7577509f_raw.jpg,3.9,3.89,,1,0
"Meesterstuk 2024",Jopen,"Porter - Imperial / Double",11.11,0,"Potgrondafdronk
Body is prima","Untappd at Home",,NC,"United States",34.2347,-77.9482,3,"2023-12-30 23:24:58",https://api.untappd.com/c/1345026053,https://api.untappd.com/beer/5589386,https://api.untappd.com/brewery/620,Netherlands,Haarlem,Noord-Holland,"earthy,chocolate,milk",,Bottle,1345026053,5589386,620,https://untappd.s3.amazonaws.com/photos/2023_12_30/fc0dcdcf9641be1ebf778017e35921fb_raw.jpg,3.69,3.69,,1,0
"Barbãr Bok","Brasserie Lefebvre","Bock - Single / Traditional",8.5,25,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2023-12-31 21:58:07",https://api.untappd.com/c/1345476670,https://api.untappd.com/beer/12876,https://api.untappd.com/brewery/197,Belgium,Rebecq,"Région Wallonne","dark,sweet,smooth",,Bottle,1345476670,12876,197,https://untappd.s3.amazonaws.com/photos/2023_12_31/2b12f3980820198ce7b04fb711ba197d_raw.jpg,3.49,3.49,,2,0
"'t Gouden IJ","Brouwerij 't IJ","Blonde / Golden Ale - Other",6.8,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2024-01-05 20:03:01",https://api.untappd.com/c/1346588184,https://api.untappd.com/beer/5487995,https://api.untappd.com/brewery/261,Netherlands,Amsterdam,Noord-Holland,"malty,banana",,Bottle,1346588184,5487995,261,https://untappd.s3.amazonaws.com/photos/2024_01_05/9f60ef8ef7f350bfeede48513b9f6bad_raw.jpg,3.61,3.61,,2,0
"Get Together","Moersleutel Craft Brewery","Stout - Imperial / Double Pastry",12,0,"Moersleutel Adventkalender 2023 #20/24","Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2024-01-05 23:27:33",https://api.untappd.com/c/1346688324,https://api.untappd.com/beer/5610413,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"sweet,chocolate,full bodied",,Can,1346688324,5610413,269726,https://untappd.s3.amazonaws.com/photos/2024_01_05/2365d98f623b9f41cb904bd964d06f36_raw.jpg,4.12,4.09,,1,0
"EL-1739 Terpene Releasing","Moersleutel Craft Brewery","IPA - New England / Hazy",7,0,"Moersleutel Adventkalender 2023 #18/24","Untappd at Home",,NC,"United States",34.2347,-77.9482,3.25,"2024-01-06 22:02:04",https://api.untappd.com/c/1347031974,https://api.untappd.com/beer/5610390,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"smooth,malty",,Can,1347031974,5610390,269726,https://untappd.s3.amazonaws.com/photos/2024_01_06/ddad95380c683e735003d3b6ae6ff9d8_raw.jpg,3.79,3.78,,1,0
"Leffe Brune / Bruin 0,0%","Abbaye de Leffe","Non-Alcoholic Beer - Other",0,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.25,"2024-01-12 18:59:33",https://api.untappd.com/c/1348034573,https://api.untappd.com/beer/3818282,https://api.untappd.com/brewery/5,Belgium,Leuven,"Vlaams Gewest","brown sugar,sweet",,Bottle,1348034573,3818282,5,,2.7,2.73,,1,0
"Fields of Gold","Kiruna Bryggeri","Stout - Imperial / Double Pastry",10.3,60,"Speciaal voor de verjaardag 🇸🇪🍻","Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2024-01-12 21:31:36",https://api.untappd.com/c/1348108781,https://api.untappd.com/beer/4890943,https://api.untappd.com/brewery/410058,Sweden,Kiruna,"Norrbottens län","sweet,cloudberry,rich",,Bottle,1348108781,4890943,410058,https://untappd.s3.amazonaws.com/photos/2024_01_12/1a4756170b69672fd4a501c704d925d6_raw.jpg,4.05,3.86,Ron,1,0
"Fruit Bomb","Moersleutel Craft Brewery","IPA - Imperial / Double New England / Hazy",8,45,"Moersleutel Adventkalender 2023 #19/24","Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2024-01-17 19:59:19",https://api.untappd.com/c/1349282848,https://api.untappd.com/beer/5022442,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"fruity,full bodied,sweet",,Can,1349282848,5022442,269726,https://untappd.s3.amazonaws.com/photos/2024_01_17/c00602cbcd5dc7811cd25f316f326717_raw.jpg,3.78,3.77,,1,0
"Noa Pecan Mud Cake Stout",Omnipollo,"Stout - Imperial / Double Pastry",11,60,"Nog voor m'n verjaardag 🇸🇪🍻","Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2024-01-19 22:18:38",https://api.untappd.com/c/1349716402,https://api.untappd.com/beer/1046298,https://api.untappd.com/brewery/29486,Sweden,Sundbyberg,"Stockholms län","sweet,smooth,thick",,Bottle,1349716402,1046298,29486,https://untappd.s3.amazonaws.com/photos/2024_01_19/5ae87f73de8d1c887c5d8ef725423529_raw.jpg,4.2,4.2,,1,0
"Guinness Draught",Guinness,"Stout - Irish Dry",4.2,45,,"Het Moment",Huissen,Gelderland,Nederland,51.9362,5.9426,3.5,"2024-01-20 16:49:45",https://api.untappd.com/c/1349941541,https://api.untappd.com/beer/4473,https://api.untappd.com/brewery/49,Ireland,Dublin,"County Dublin","dark,smooth,creamy,light bodied",,Draft,1349941541,4473,49,https://untappd.s3.amazonaws.com/photos/2024_01_20/7ea8b55fbacf24951a6b2ebf1d935b63_raw.jpg,3.77,3.77,"Kiria Brandsma",2,0
Alexander,"Brouwerij Rodenbach","Sour - Flanders Red Ale",5.6,9,,"Het Moment",Huissen,Gelderland,Nederland,51.9362,5.9426,4,"2024-01-20 17:36:56",https://api.untappd.com/c/1349959779,https://api.untappd.com/beer/2324,https://api.untappd.com/brewery/291,Belgium,Roeselare,"Vlaams Gewest","sour,fruity,sweet",,Bottle,1349959779,2324,291,https://untappd.s3.amazonaws.com/photos/2024_01_20/2d8e3767d26680670e44db40bfa95ce5_raw.jpg,3.96,3.96,"Kiria Brandsma",1,0
"Crann Beatha","Brehon Brewhouse","Stout - Russian Imperial",10,0,,"Het Moment",Huissen,Gelderland,Nederland,51.9362,5.9426,4,"2024-01-20 18:41:55",https://api.untappd.com/c/1349990980,https://api.untappd.com/beer/2433378,https://api.untappd.com/brewery/135076,Ireland,Inniskeen,"County Monaghan","smooth,smoky",,Draft,1349990980,2433378,135076,https://untappd.s3.amazonaws.com/photos/2024_01_20/0ec6df8955cb430aba7694c7215b98ff_raw.jpg,3.91,3.9,"Kiria Brandsma",1,0
"Wild Leven","Hert Bier","Bock - Single / Traditional",6.5,25,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.25,"2024-01-25 21:33:52",https://api.untappd.com/c/1351021759,https://api.untappd.com/beer/1275036,https://api.untappd.com/brewery/169892,Netherlands,Putten,Gelderland,"sweet,bitter,spicy",,Bottle,1351021759,1275036,169892,https://untappd.s3.amazonaws.com/photos/2024_01_25/c13cf449559bb78402711044050e0585_raw.jpg,3.27,3.27,,1,0
"Lucky Tonka Walnut Carrot Cake","Moersleutel Craft Brewery","Stout - Imperial / Double Pastry",12,0,"Moersleutel Adventkalender 2023 #21/24","Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2024-01-26 21:52:00",https://api.untappd.com/c/1351290466,https://api.untappd.com/beer/5588800,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"chocolate,sweet,nutty,full bodied",,Can,1351290466,5588800,269726,https://untappd.s3.amazonaws.com/photos/2024_01_26/761b7f46856e0cddf0270586fb5d950d_raw.jpg,4,3.98,,1,0
Bonfire,"Moersleutel Craft Brewery","Porter - Smoked",11,0,"Moersleutel Adventkalender 2023 #22/24","Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2024-01-28 20:35:45",https://api.untappd.com/c/1352089187,https://api.untappd.com/beer/5607940,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"smoked,full bodied,smooth",,Can,1352089187,5607940,269726,https://untappd.s3.amazonaws.com/photos/2024_01_28/e2b35ba32d307ba14774e68cc24e712d_c_1352089187_raw.jpg,3.63,3.64,,2,0
"Happy 2023 edition","Moersleutel Craft Brewery","Stout - Imperial / Double",14,0,"Moersleutel Adventkalender 2023 #23/24","Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2024-02-02 21:37:19",https://api.untappd.com/c/1352951916,https://api.untappd.com/beer/5609365,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"bourbon,thick,barrel aged,chocolate",,Can,1352951916,5609365,269726,https://untappd.s3.amazonaws.com/photos/2024_02_02/68c3e926abfb593346224ac2910f28aa_c_1352951916_raw.jpg,4.38,4.32,,1,0
Pilsener,"Hertog Jan","Pilsner - Other",5.1,21,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.25,"2024-02-03 16:12:02",https://api.untappd.com/c/1353208769,https://api.untappd.com/beer/94130,https://api.untappd.com/brewery/1953,Netherlands,Arcen,Limburg,"smooth,light bodied,clean",,Bottle,1353208769,94130,1953,https://untappd.s3.amazonaws.com/photos/2024_02_03/d03576a333b56cbfd9a20b220feb29cf_c_1353208769_raw.jpg,3.63,3.63,"Kiria Brandsma",2,0
"Crank the Juice","Moersleutel Craft Brewery","IPA - New England / Hazy",5.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2024-02-03 19:21:56",https://api.untappd.com/c/1353302026,https://api.untappd.com/beer/4174918,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"juicy,pineapple",,Can,1353302026,4174918,269726,https://untappd.s3.amazonaws.com/photos/2024_02_03/335a6b9506e69e9b34afa2fd03a55fcc_c_1353302026_raw.jpg,3.77,3.77,"Kiria Brandsma",1,0
"Coffee Grinder","Moersleutel Craft Brewery","Stout - Coffee",7.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2024-02-03 19:23:11",https://api.untappd.com/c/1353302891,https://api.untappd.com/beer/5505786,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"roasty,coffee",,Can,1353302891,5505786,269726,https://untappd.s3.amazonaws.com/photos/2024_02_03/621160a2492e04bbad002506539c6b8e_c_1353302891_raw.jpg,3.79,3.78,"Kiria Brandsma",1,0
"Holidays 2023 edition","Moersleutel Craft Brewery","Stout - Imperial / Double Pastry",14,0,"Moersleutel Adventkalender 2023 #24/24","Untappd at Home",,NC,"United States",34.2347,-77.9482,4.5,"2024-02-09 22:12:33",https://api.untappd.com/c/1354644811,https://api.untappd.com/beer/5610332,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"chocolate,velvety,vanilla,cherry,cacao",,Can,1354644811,5610332,269726,https://untappd.s3.amazonaws.com/photos/2024_02_09/955ad09712c6a4264fec6c5ed473bff0_c_1354644811_raw.jpg,4.34,4.28,"Kiria Brandsma",1,0
"Blurred Lines",Jopen,"IPA - New England / Hazy",5.3,20,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.25,"2024-02-10 19:22:35",https://api.untappd.com/c/1354967931,https://api.untappd.com/beer/3322269,https://api.untappd.com/brewery/620,Netherlands,Haarlem,Noord-Holland,"fruity,tropical,light bodied",,Bottle,1354967931,3322269,620,https://untappd.s3.amazonaws.com/photos/2024_02_10/17607dced3af1c2b0cb458b553ea5848_c_1354967931_raw.jpg,3.65,3.65,,1,0
"Oijens Kaboem","Speciaalbierbrouwerij Oijen","Belgian Strong Golden Ale",10,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2024-02-10 20:15:37",https://api.untappd.com/c/1355004324,https://api.untappd.com/beer/695029,https://api.untappd.com/brewery/21753,Netherlands,Oijen,Noord-Brabant,"strong,sweet",,Bottle,1355004324,695029,21753,https://untappd.s3.amazonaws.com/photos/2024_02_10/4825de703efa87ff6fd74e8ed07fe013_c_1355004324_raw.jpg,3.42,3.44,,2,0
"Black Sabbath","Brouwerij Bliksem","Belgian Quadrupel",10,32,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2024-02-10 21:18:15",https://api.untappd.com/c/1355052432,https://api.untappd.com/beer/802033,https://api.untappd.com/brewery/122896,Netherlands,Breda,Noord-Brabant,"heavy,thick",,Bottle,1355052432,802033,122896,https://untappd.s3.amazonaws.com/photos/2024_02_10/27704869d82757f6dbf0c8e5c0da2165_c_1355052432_raw.jpg,3.57,3.57,,2,0
IPA,"Brouwerij 't IJ","IPA - Belgian",6.5,50,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2024-02-16 20:49:13",https://api.untappd.com/c/1356353658,https://api.untappd.com/beer/72136,https://api.untappd.com/brewery/261,Netherlands,Amsterdam,Noord-Holland,"hoppy,bitter,fruity",,Bottle,1356353658,72136,261,https://untappd.s3.amazonaws.com/photos/2024_02_16/70494cbc27dc906a4c634712441b6ce8_c_1356353658_raw.jpg,3.54,3.54,"Kiria Brandsma",0,0
"West Indies Porter",Guinness,"Porter - Other",6,50,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2024-02-23 20:43:53",https://api.untappd.com/c/1358176544,https://api.untappd.com/beer/800349,https://api.untappd.com/brewery/49,Ireland,Dublin,"County Dublin","dark,coffee",,Bottle,1358176544,800349,49,https://untappd.s3.amazonaws.com/photos/2024_02_23/9ceec7e821bb06d9df266d9f641bad49_c_1358176544_raw.jpg,3.57,3.57,"Kiria Brandsma",1,0
"De Driedubbele Durdewéékse Diensdag (2021-)","Hosenhym Bierbrouwers","Belgian Tripel",8.2,31,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2024-02-24 20:54:43",https://api.untappd.com/c/1358651898,https://api.untappd.com/beer/4276422,https://api.untappd.com/brewery/260462,Netherlands,Huissen,Gelderland,"belgiany,sweet,creamy,full bodied",,Bottle,1358651898,4276422,260462,https://untappd.s3.amazonaws.com/photos/2024_02_24/1579969026ee70cc597b75a6cdc5a396_c_1358651898_raw.jpg,3.57,3.62,Ron,1,0
"Willy Tonka - Tonka, Red Beet & Chocolate","Moersleutel Craft Brewery","Stout - Imperial / Double Pastry",12,0,"Het is slecht te zien maar het bier is daadwerkelijk bordeauxrood, hoe ze het flikken weet ik niet","Untappd at Home",,NC,"United States",34.2347,-77.9482,4.5,"2024-02-24 22:17:33",https://api.untappd.com/c/1358723544,https://api.untappd.com/beer/5161839,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"tonka,velvety,cocoa",,Can,1358723544,5161839,269726,https://untappd.s3.amazonaws.com/photos/2024_02_24/ca62ceeb2a5616f18891941872574554_c_1358723544_raw.jpg,3.83,3.82,"Kiria Brandsma",0,0
"Cuvée ‘t Huusses Mins (2021-)","Hosenhym Bierbrouwers","Belgian Quadrupel",11,40,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2024-03-01 21:54:23",https://api.untappd.com/c/1359998562,https://api.untappd.com/beer/4276483,https://api.untappd.com/brewery/260462,Netherlands,Huissen,Gelderland,"sweet,whisky,oak",,Bottle,1359998562,4276483,260462,https://untappd.s3.amazonaws.com/photos/2024_03_01/63fc7dd2d2c614f7159d92fe22986502_c_1359998562_raw.jpg,3.59,3.63,"Kiria Brandsma",2,0
"Spitsbergen Pale Ale","Svalbard Bryggeri","Pale Ale - American",4.7,28,,"'T TAPHUYS Arnhem",Arnhem,Gelderland,Nederland,51.9822,5.90732,3.5,"2024-03-02 18:50:22",https://api.untappd.com/c/1360329146,https://api.untappd.com/beer/1190697,https://api.untappd.com/brewery/219081,Norway,Longyearbyen,Svalbard,"malty,sweet",,Draft,1360329146,1190697,219081,https://untappd.s3.amazonaws.com/photos/2024_03_02/016454c12785d93f53f758a4f7c01601_c_1360329146_raw.jpg,3.32,3.33,,2,0
"One Venti Pumpkin Spiced Stout To Go Please",Jopen,"Pumpkin / Yam Beer",8.5,0,,"'T TAPHUYS Arnhem",Arnhem,Gelderland,Nederland,51.9822,5.90732,3.75,"2024-03-02 19:19:56",https://api.untappd.com/c/1360348687,https://api.untappd.com/beer/5514092,https://api.untappd.com/brewery/620,Netherlands,Haarlem,Noord-Holland,"pumpkin,cinnamon,cardamom",,Draft,1360348687,5514092,620,https://untappd.s3.amazonaws.com/photos/2024_03_02/c48fd2f2ec1837a386135e6914a41adf_c_1360348687_raw.jpg,3.49,3.51,,2,0
"F*ck the Christmas Tree Is on Fire!!! / F*ck de kerstboom staat in de fik!!!","Uiltje Brewing Company","Stout - Imperial / Double Oatmeal",10,65,,"'T TAPHUYS Arnhem",Arnhem,Gelderland,Nederland,51.9822,5.90732,4,"2024-03-02 19:43:11",https://api.untappd.com/c/1360365900,https://api.untappd.com/beer/528115,https://api.untappd.com/brewery/32280,Netherlands,Haarlem,Noord-Holland,"coffee,dark",,Draft,1360365900,528115,32280,https://untappd.s3.amazonaws.com/photos/2024_03_02/5b65e7f86644d9cbff46546b2ba94c30_c_1360365900_raw.jpg,3.58,3.58,,2,0
"Peach Silhouette","Hudson Valley Brewery","IPA - Sour",5,0,,"'T TAPHUYS Arnhem",Arnhem,Gelderland,Nederland,51.9822,5.90732,4.25,"2024-03-02 20:05:30",https://api.untappd.com/c/1360383170,https://api.untappd.com/beer/2323947,https://api.untappd.com/brewery/169038,"United States",Beacon,NY,"peachy,sour,juicy",,Draft,1360383170,2323947,169038,https://untappd.s3.amazonaws.com/photos/2024_03_02/661b2ff3e64ec38bb6806679bbb1478d_c_1360383170_raw.jpg,4.32,4.31,,2,0
"Tam Batch #2","Nevel Wild Ales","Wild Ale - Other",5.3,30,,"'T TAPHUYS Arnhem",Arnhem,Gelderland,Nederland,51.9822,5.90732,3.5,"2024-03-02 20:28:48",https://api.untappd.com/c/1360401790,https://api.untappd.com/beer/5532933,https://api.untappd.com/brewery/129660,Netherlands,Nijmegen,Gelderland,"tart,funky,bitter",,Draft,1360401790,5532933,129660,https://untappd.s3.amazonaws.com/photos/2024_03_02/6dc4aec7f4af378aa594575ee253a516_c_1360401790_raw.jpg,3.41,3.54,,2,0
"Nieuw Ligt Grand Cru (2022)","Brouwerij De Hemel","Barleywine - English",12,0,,"'T TAPHUYS Arnhem",Arnhem,Gelderland,Nederland,51.9822,5.90732,4.25,"2024-03-02 20:45:27",https://api.untappd.com/c/1360415724,https://api.untappd.com/beer/5612161,https://api.untappd.com/brewery/1192,Netherlands,Nijmegen,Gelderland,"full bodied,cognac,barrel aged,buttery",,Draft,1360415724,5612161,1192,https://untappd.s3.amazonaws.com/photos/2024_03_02/fc69a2bf8b69d8e0f855622f49133076_c_1360415724_raw.jpg,3.91,3.78,,2,0
"Ciney Blonde","Brouwerij Alken-Maes","Belgian Blonde",7,24,,"'T TAPHUYS Arnhem",Arnhem,Gelderland,Nederland,51.9822,5.90732,3.5,"2024-03-02 21:10:13",https://api.untappd.com/c/1360436855,https://api.untappd.com/beer/17900,https://api.untappd.com/brewery/264,Belgium,Alken,"Vlaams Gewest","herbaceous,light bodied",,Draft,1360436855,17900,264,https://untappd.s3.amazonaws.com/photos/2024_03_02/8e27679b5d3a605fa51efdc0dc77ce68_c_1360436855_raw.jpg,3.44,3.44,,2,0
"Hits From the Bung","KOMPAAN Dutch Craft Beer Company","Barleywine - Other",8,35,,"'T TAPHUYS Arnhem",Arnhem,Gelderland,Nederland,51.9822,5.90732,4,"2024-03-02 21:39:24",https://api.untappd.com/c/1360462037,https://api.untappd.com/beer/5422214,https://api.untappd.com/brewery/32296,Netherlands,"Den Haag",Zuid-Holland,"sour,acidic,bourbon",,,1360462037,5422214,32296,https://untappd.s3.amazonaws.com/photos/2024_03_02/0c3cf07aacd73e5ea8d8e4430e538ff4_c_1360462037_raw.jpg,3.3,3.43,,2,0
"Must Kuld Chai Latte",Põhjala,"Porter - Other",7.8,0,,"'T TAPHUYS Arnhem",Arnhem,Gelderland,Nederland,51.9822,5.90732,3.75,"2024-03-02 21:53:02",https://api.untappd.com/c/1360473451,https://api.untappd.com/beer/5067251,https://api.untappd.com/brewery/54434,Estonia,Tallinn,"Harju maakond","spiced,milk",,Draft,1360473451,5067251,54434,https://untappd.s3.amazonaws.com/photos/2024_03_02/e11f4d33bbbef7b48581eb999ca20b66_c_1360473451_raw.jpg,3.37,3.38,,2,0
